url,lounge_type,lounge_row,displayIATA,airsideDesc,amenities,category_description,category_name,description,id,location_airside,location_terminal,location_terminalDirections,name,nonContingentAccess_accessAction,nonContingentAccess_cost_currency,nonContingentAccess_cost_price,nonContingentAccess_id,nonContingentAccess_isFreeAccess,nonContingentAccess_isNonContingent,nonContingentAccess_name,purchasable,rating_avg,rating_total,bookingLoungeId,displayPrice_currencyCode,displayPrice_price,location_latitude,location_longitude,nonContingentAccess_timeLimit,price_GBP,price_USD,productName,displayPrice_originalPrice
https://www.loungebuddy.co.uk/MDZ?source=homepage/airports,regularLounges,0,MDZ,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Private Rooms, Internet Terminals, Telephones, Non-Smoking",,,,TNdqS5Xw7A,1,Domestic Terminal,"Level 1, near Gate 3",Aeropuertos VIP Club Lounge (Temporarily Closed),,,,,,,,0,1.8,4,,,,,,,,,,
https://www.loungebuddy.co.uk/MED?source=homepage/airports,purchasableLounges,0,MED,(Inside Security),"Premium Food, Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking",Reliable lounges with expected amenities,SOLID,"The Primeclass Lounge offers guests an opportunity to relax and recharge prior to departure. Enjoy a host of amenities, including an open buffet, a family and children's room, and complimentary Wi-Fi.",8tOGEcFeR0,1,International Terminal,"Departure Level, next to the ATU Duty Free Shop and Gate 112.",Primeclass Lounge (Temporarily Closed),Pay for entry at the front desk,USD,40,faWz2lGaBv,0,1,Walk Up Entry,1,4,1,LB_MED_TAV_INTERNATIONAL,GBP,26,,,4,26,32,MED - International Terminal - Primeclass Lounge (Temporarily Closed),
https://www.loungebuddy.co.uk/MED?source=homepage/airports,regularLounges,0,MED,(Inside Security),"Snacks, Wi-Fi, Flight Monitors, TVs, Children's Area, Internet Terminals, Non-Smoking",,,,KDhbPlPGQ2,1,Domestic Terminal,"Domestic Departure Level, 1st Floor.",Wellcome Lounge,,,,,,,,0,4,2,,,,,,,,,,
https://www.loungebuddy.co.uk/MED?source=homepage/airports,regularLounges,1,MED,(Inside Security),"Premium Food, Snacks, Wi-Fi, Showers, Children's Area, Internet Terminals, Smoking Area",,,,pSwd0PEE05,1,International Terminal,On the right side after the Duty Free Shop.,Saudia Al-Fursan Golden Lounge,Pay for entry at the front desk,SAR,210,gYyoOj15pt,0,1,Walk Up Entry,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,purchasableLounges,0,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking",Stylish spaces with unique features,FRESH,"With visions of relaxation dancing in your head... the newest lounge addition to Melbourne Airport is here to relieve all your travel misery. Featuring a plethora of comfortable seating, an open buffet of premium entrees (including a live cooking station), and complimentary fast Wi-Fi, this lounge has everything you need to unwind and indulge before your next flight.",6I2WcQVJXf,1,Terminal 2 International,"After the Security Checkpoint and Passport Control, proceed to the Satellite Pier and take the escalator near Gate 9 down one level. Turn right and follow the signs to the entrance.",Plaza Premium Lounge (Temporarily Closed),Pay for entry at the front desk,AUD,68,FhCd8pFaCM,0,1,Walk Up Entry,1,3.4,13,LB_PROVIDER_PLAZA_PREMIUM_10243,GBP,32,,,2,32,40,MEL - Terminal 2 International - Plaza Premium Lounge (Temporarily Closed),
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,0,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, 18+ Cardholder",Upscale lounges with deluxe amenities,LUXE,,40UdDgLBhI,1,Terminal 1 Domestic,To the right at top of escalators leading to Qantas Club,Qantas Airways Chairman's Lounge (Temporarily Closed),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,1,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"Relax and unwind in the Qantas Domestic Business Lounge before your flight. You will enjoy complimentary food and beverage, wireless internet, and the latest newspapers and magazines.",H6EVlOjH5B,1,Terminal 1 Domestic,"After security, take the escalator to the 1st Floor",Qantas Airways Domestic Business Lounge (Temporarily Closed),,,,,,,,0,3,4,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,13,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"With a stylish and luxurious atmosphere, the exceptional oasis has been designed with the business traveller in mind, offering easy wireless internet access, PCs, and ample power and data ports. Savor a delicious meal and cool, refreshing beverages in this calm refuge away from the hustle and bustle of the terminal.",Gw1zYoESNa,1,Terminal 2 International,"Level 1, located near Gates 9 and 10.",Qantas Airways International Business Lounge (Temporarily Closed),,,,,,,,0,2.9,24,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,10,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Newspapers & Magazines, TVs, Internet Terminals, 18+ Cardholder",,,"Whenever you arrive in the Emirates Lounge, a selection of food and beverages will be available to you. The full bar service and large buffet, featuring a selection of fresh, healthy, wholesome food produced with the finest seasonal ingredients, will help revive you. From friendly and professional reception staff to a spacious and luxurious seating area, you’ll find waiting for your flight remarkably soothing. Freshen up with a shower. Or simply sit back and relax.",q8V5t1HYZL,1,Terminal 2 International,"After Immigration Control, take escalator to Level 3, near Gate 10",The Emirates Lounge (Temporarily Closed),,,,,,,,0,3.7,6,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,11,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking, 18+ Cardholder",,,Our customers' comfort is of utmost priority in our SilverKris Lounges and an array of facilities and services have been included to ensure your needs are well met. Sample a variety of food and beverage from our self service buffet and bar counters or keep yourself updated on news and developments around the globe with a variety of newspapers and magazines. You can also stay connected with your business contacts on your laptop computers or our workstations with complimentary Internet access (WiFi/LAN).,n2aoR9GYe8,1,Terminal 2 International,"After security, take the escalators opposite Gate 7 down to the entrance on the lower level.",Singapore Airlines SilverKris First Class Lounge (Temporarily Closed),,,,,,,,0,3,4,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,12,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking, 18+ Cardholder",,,Our customers' comfort is of utmost priority in our SilverKris Lounges and an array of facilities and services have been included to ensure your needs are well met. Sample a variety of food and beverage from our self service buffet and bar counters or keep yourself updated on news and developments around the globe with a variety of newspapers and magazines. You can also stay connected with your business contacts on your laptop computers or our workstations with complimentary Internet access (WiFi/LAN).,oOu2HawYnj,1,Terminal 2 International,"After security, take the escalators opposite Gate 7 down to the entrance on the lower level.",Singapore Airlines SilverKris Business Class Lounge (Temporarily Closed),,,,,,,,0,3.2,17,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,14,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,,h4vVumyvd3,1,Terminal 2 International,"Satellite Concourse, Level 1, below Gate 6",Cathay Pacific First and Business Class Lounge,,,,,,,,0,1.8,13,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,15,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"Find a quiet place to relax, enjoy some complimentary refreshments, catch up on the latest news or get down to some work before your flight. Our lounges look forward to welcoming you and have everything you need to make travelling a pleasure.",3qLXWHwzFD,1,Terminal 2 International,"Go through the Duty Free area in the main terminal international departures area. Lounge is located downstairs on ground floor, next to Gate 15.",Air New Zealand International Lounge (Temporarily Closed),,,,,,,,0,3.4,8,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,16,MEL,(Outside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",Upscale lounges with deluxe amenities,LUXE,,32FK1Ax16H,0,Terminal 3 Domestic,Across from Virgin Australia Lounge,Virgin Australia The Club (Temporarily Closed),,,,,,,,0,3,1,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,17,MEL,(Outside Security),"Premium Food, Snacks, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"Work, socialise or unwind in comfort at the Virgin Australia lounge. Removed from the hustle and bustle of Australian airports, the Virgin Australia lounge is a secluded pre-flight haven. A great selection of complimentary benefits – such as a Luke Mangan designed buffet menu, premium wines, business services, news and entertainment – make their lounges stylish and practical spaces, designed to cater to guests’ moods and purposes.",uGXhACZ3gn,0,Terminal 3 Domestic,"Proceed down the check-in escalators, turn left before security.",Virgin Australia Lounge (Temporarily Closed),,,,,,,,0,3.1,22,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,18,MEL,(Inside Security),"Snacks, Beer & Wine, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Telephones, Non-Smoking",,,"Rex Lounge is a haven away from the noise and bustle of the terminal. Members can relax and unwind, or catch up on some work before their flight. There are workstations equipped with PCs that have internet access as well as phones for free local calls. Snacks, tea, coffee and soft drinks are available for members to enjoy throughout the day, together with beer and wine after 3pm. You can choose from a range of newspapers and magazines, or enjoy your favourite programme on our plasma TV in Rex Lounge.",kYVreRmSMs,1,Terminal 4,2nd floor near Gate 30.,The Rex Lounge (Temporarily Closed),,,,,,,,0,2.2,5,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,2,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"Relax in the Qantas Club before your next domestic flight. You and a guest will enjoy dedicated check-in, complimentary food and beverages, wireless internet and the latest newspapers and magazines.",ZcJ50xHfGe,1,Terminal 1 Domestic,"After security, take the escalator to the 1st Floor",Qantas Airways The Qantas Club (Temporarily Closed),,,,,,,,0,2.8,4,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,2,MEX,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking, Shoe Shine",,,Relax and unwind in Lounge 19 before your departure from Mexico City.,wDc633gskZ,1,Terminal 1,"Ground Level, near Gate 19.",Lounge 19,,,,,,,,0,2.7,9,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,3,MEX,(Inside Security),"Premium Food, Spirits & Liquor, Wi-Fi, Newspapers & Magazines, TVs, Printers & Copiers, Non-Smoking, Beer & Wine",,,"Relax, work, and socialize at the Elite Lounge Mastercard before your departure from Mexico City. Access this lounge with your Platinum, World, and World Elite Mastercard.",2oduZR85RR,1,Terminal 1,Opposite Gate 16.,Elite Lounge Mastercard (Temporarily Closed),,,,,,,,0,1.9,7,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,3,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking",Stylish spaces with unique features,FRESH,"Due to COVID-19 and the implementation of government restrictions, our American Express Airport lounge at Melbourne International Airport remains temporarily closed. Visit this page to stay up to date on the status of our temporary lounge closure. We look forward to reopening our lounge and welcoming our Card Members back as soon as we can. We appreciate your understanding during this time and apologise for any inconvenience this may cause.",WA8VPnMo5z,1,Terminal 2 International,"After the Security Checkpoint and Passport Control, take the escalator opposite Gate 7 down to the entrance on the lower level.",The American Express Lounge (Temporarily Closed),,,,,,,,0,2.6,9,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,4,MEL,(Inside Security),"Premium Food, Spirits & Liquor, Wi-Fi, Flight Monitors, TVs, Non-Smoking, Beer & Wine",,,"Café Vue caters to a hectic city crowd with ease and speed. Enjoy delicious French fare for breakfast and lunch, such as toasted sourdough and fruit bread baked fresh on site daily. For later in the day enjoy French onion soup or a burger with (French) fries or simply grab a Café Vue dinner box to take on the flight.",F4FZiwfIXo,1,Terminal 2 International,"After Passport Control and Duty Free, Level 1. Café Vue is located on the right hand side at the end of the luxury retail area.",Cafe Vue (Temporarily Closed),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,5,MEL,(Inside Security),"Spirits & Liquor, Wi-Fi, Flight Monitors, TVs, Non-Smoking, Beer & Wine",,,Bar Pulpo by MoVida is the ideal airport dining experience serving traditional Spanish tapas plates and a selection of local and imported wines and beers.,VxS8znVrZT,1,Terminal 2 International,"After Security Checks and Immigration, Level 1 departures, opposite Gate 4.",Bar Pulpo by Movida,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,6,MEL,(Inside Security),"Spirits & Liquor, Wi-Fi, Flight Monitors, TVs, Non-Smoking, Beer & Wine",,,The Urban Provodore is devoted to exploring creative gourmet Australian flavors. The restaurant focuses on cooking healthy meals from locally sourced fresh produce.,8jKWQzz83O,1,Terminal 2 International,"After Security Checks and Immigration, Level 1 departures, opposite Gates 10 and 15.",Urban Provodore (Temporarily Closed),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,7,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking",Stylish spaces with unique features,FRESH,,HGB7itUbs6,1,Terminal 2 International,"3rd Floor, In between Gates 9 & 11.",Marhaba Lounge,Pay for entry at the front desk,AUD,65,VSk28P1oZE,0,1,Walk Up Entry,0,3.8,5,,,,,,4,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,8,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Non-Smoking",,,"The House, Home of Etihad Airways and Other Leading Airlines provides seating for 133 passengers. In addition to an a la carte menu featuring local Victorian produce and a dedicated dining area, this lounge offers a cocktail bar, shower facilities, a children's play area and prayer rooms.",8gF8Pbya4P,1,Terminal 2 International,Near Gate 10.,"The House, Home of Etihad Airways and Other Leading Airlines (Temporarily Closed)",Pay for entry at the front desk,AUD,90,ZGoojLs5DP,0,1,Walk Up Entry,0,3.8,5,,,,,,3,,,,
https://www.loungebuddy.co.uk/MEL?source=homepage/airports,regularLounges,9,MEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Private Rooms, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"An exceptional retreat offering unsurpassed levels of comfort, service, and luxury in a quiet, comfortable space. Enjoy 5-Star  Australian cuisine courtesy of Neil Perry, award-winning Australian wines, and a relaxing spa treatment that will take you straight to Cloud Nine. Much like its counterpart in Sydney, this is truly one of the world's best lounges.",S0JvdC8lH8,1,Terminal 2 International,"Level 3, near Gates 9 and 10.",Qantas Airways International First Lounge (Temporarily Closed),,,,,,,,0,3.9,19,,,,,,,,,,
https://www.loungebuddy.co.uk/MEM?source=homepage/airports,regularLounges,0,MEM,(Inside Security),"Snacks, Newspapers & Magazines, TVs, Non-Smoking",,,"The holiday military lounge at Memphis International Airport has now been transformed into a permanent space. The lounge is reserved for military personnel and their families, and includes a private room open to all nursing mothers.",uuzTcbOVbr,1,Terminal A,Next to Gate A27.,Memphis International Airport Military Lounge,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/MEM?source=homepage/airports,regularLounges,1,MEM,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, Internet Terminals, Telephones, Non-Smoking, 21+ Cardholder",,,"The Delta Sky Club is an award-winning retreat that allows relaxation, productivity, or both.",l0azkQSsRd,1,Terminal B,Located adjacent to the B Security Checkpoint in the B/C Connector.,Delta Air Lines Delta Sky Club (Temporarily Closed),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,0,MEX,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking",,,,j6zG8sBBJa,1,Terminal 1,"After security, opposite Gate 9 and to the right of Gate 1.",ViPort Lounge,,,,,,,,0,2,1,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,1,MEX,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Spa Services, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking, Shoe Shine",,,,ff3opnWgky,1,Terminal 1,"After security at entrance G, proceed through Duty Free and take the escalators down to Boarding Zone H. The lounge is located on the left hand side, near Gate 19.",Terraza by The Grand Lounge Elite (Temporarily Closed),,,,,,,,0,2.5,4,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,10,MEX,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, TVs, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,"Enjoy personalized service, comfort and exceptional amenities. The ability to stretch out. To unfetter. To peel away. Treat an Admirals Club lounge as an oasis of peace - away from all of the airport hustle.",bpc9sP4wHf,1,"Terminal 1, Hall H","Follow signs to ""Salas VIP"", near Gate 19, located on the 2nd level.",American Airlines Admirals Club (Temporarily Closed),,,,,,,,0,2.9,21,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,18,MEX,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,,F8UnlVwtkF,1,"Terminal 2, International","Mezzanine Level, International Departures.",Salon Beyond CitiBanamex,,,,,,,,0,3.5,4,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,11,MEX,(Outside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Conference Rooms, Internet Terminals, Non-Smoking",,,"As the health and safety of our Card Members and colleagues is our top priority, in light of the spread of COVID-19 we are temporarily closing The Centurion® Lounge in Mexico City, starting on Saturday, March 21, 2020. American Express will provide notice here when this location reopens.

We look forward to reopening our lounges and welcoming our Card Members back as soon as we can. We appreciate your understanding during this time and apologize for any inconvenience this may cause.",Q0JDcQDRXY,0,"Terminal 1, International","Pre-Security of international Terminal 1, between Gate 8 and F1, beside ""Flap's"" restaurant.",American Express Centurion Club (Temporarily Closed),,,,,,,,0,3.3,20,LB_MEX_CENTURION_LOUNGE_T1_INTL,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,12,MEX,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking",,,,8VslYPSYvf,1,Terminal 2,"After security, on the left hand side, proceed to the next level. Lounge is located at the end of the hall by Gate 75.",Terraza Premier Aeromexico By Heineken (Temporarily Closed),,,,,,,,0,2.8,5,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,13,MEX,(Inside Security),"Snacks, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking, 18+ Cardholder",,,,8uVnv4QBGW,1,Terminal 2,"Mezzanine Level, near Gate 75.",Aeromar Salon Diamante,,,,,,,,0,2.5,2,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,14,MEX,(Inside Security),"Premium Food, Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking",,,"Enjoy a full complement of business and travel services, including internet access, fax service, newspapers and magazines, as well as complimentary refreshments, television, and other amenities that make your travel more relaxing.",KFjgBRLDrR,1,Terminal 2,"After security, follow the signs to the entrance on the Mezzanine Level, in the restaurants area.",HSBC Premier Lounge,,,,,,,,0,3.3,4,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,16,MEX,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking, 18+ Cardholder",,,"Before boarding your flight, leave your stress behind and enjoy the peacefulness and comfort of the Aeromexico Salon Premier. You can rest, relax, and unwind at a lounge that is specially designed to enhance your travels.",vFD8H6rlSD,1,Terminal 2,"After Security Checks, on the left side, proceed to the Mezzanine Level via escalators or lift.",Aeromexico Salon Premier,Pay for entry at the front desk,MXN,882,caPYJFyHuC,0,1,Walk Up Entry,0,2.5,22,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,17,MEX,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking, 18+ Cardholder",,,"Before boarding your flight, leave your stress behind and enjoy the peacefulness and comfort of the Aeromexico Salon Premier. You can rest, relax, and unwind at a lounge that is specially designed to enhance your travels.",ICkIuFfMMZ,1,Terminal 2,"After Security Checks, on the right side, proceed to the Mezzanine Level via escalators or lift.",Aeromexico Salon Premier (Temporarily Closed),Pay for entry at the front desk,MXN,882,caPYJFyHuC,0,1,Walk Up Entry,0,2.9,22,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,15,MEX,(Inside Security),"Premium Food, Spirits & Liquor, Wi-Fi, Showers, Spa Services, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Non-Smoking, 18+ Cardholder, Beer & Wine",,,"As the health and safety of our Card Members and colleagues is our top priority, in light of the spread of COVID-19 we are temporarily closing The Centurion® Lounge in Mexico City, starting on Saturday, March 21, 2020. American Express will provide notice here when this location reopens.

We look forward to reopening our lounges and welcoming our Card Members back as soon as we can. We appreciate your understanding during this time and apologize for any inconvenience this may cause.",DrKej2DZbr,1,Terminal 2,"After security, proceed to the Mezzanine Level via escalators or lift. The entrance is down the hall and up the stairs.",American Express Centurion Club (Temporarily Closed),,,,,,,,0,2.9,18,LB_MEX_CENTURION_LOUNGE_T2,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,4,MEX,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, TVs, Internet Terminals, Telephones, Non-Smoking",,,,4dopyu28b2,1,Terminal 1,"After Security Checks, pass through entrance J and the Duty Free. The lounge is located next to Gate 31.",The Lounge Mexico by Global Lounge Network,Pay for entry at the front desk,USD,35,fSV3VARuPK,0,1,Walk Up Entry,0,1.7,29,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,5,MEX,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,,qDS5KmrkVN,1,Terminal 1,"International Departures, near Gate 18.",Salon Beyond CitiBanamex,,,,,,,,0,2.9,7,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,6,MEX,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Newspapers & Magazines, TVs, Non-Smoking, Shoe Shine",,,,I3966VirYk,1,Terminal 1,Located near Gate 19.,The Grand Lounge Elite,,,,,,,,0,3.2,52,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,7,MEX,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Private Rooms, Non-Smoking, 18+ Cardholder",,,The Premium Traveller Lounge offers you the chance to enjoy a relaxing space where you can leave your stress behind.,KmWDjLrGi0,1,Terminal 1,Located next to the H Hall.,Premium Traveller (GIS) Lounge (Temporarily Closed),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,9,MEX,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,United Club locations offer a wide range of amenities to make your experience productive and enjoyable. Relax in a sophisticated environment when you wait for your flight in the United Club.,0uMAdgTomh,1,"Terminal 1, Hall H","Near Gate 19. When approaching the gate, turn right, walk past the first lounge, and turn right again. Follow the hallway to the end, turn right, and then take the elevator to the lounge.",United Airlines United Club (Temporarily Closed),Pay for entry at the front desk,USD,59,UvEwyVH64T,0,1,Walk Up Entry,0,2,22,,,,,,,,,,
https://www.loungebuddy.co.uk/MEX?source=homepage/airports,regularLounges,8,MEX,(Inside Security),"Premium Food, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking",Reliable lounges with expected amenities,SOLID,"As the health and safety of our Card Members and colleagues is our top priority, in light of the spread of COVID-19 we are temporarily closing The Centurion® Lounge in Mexico City, starting on Saturday, March 21, 2020. American Express will provide notice here when this location reopens.

We look forward to reopening our lounges and welcoming our Card Members back as soon as we can. We appreciate your understanding during this time and apologize for any inconvenience this may cause.",HfBUdhq7Bj,1,"Terminal 1, Domestic","Domestic Departure Area, Between Gates 17 and 18.",American Express Centurion Club (Temporarily Closed),,,,,,,,0,2.8,4,LB_MEX_CENTURION_LOUNGE_T1_DOM,,,,,,,,,
